model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 Q5,2018,25991,Semi-Auto,26485,Diesel,145,55.4,2.0,Audi,29964
 Polo,2017,12495,Semi-Auto,18514,Petrol,20,60.1,1.2,VW,26307
 B Class,2014,9998,Manual,24510,Diesel,30,61.4,1.5,Mercedes,13591
 C Class,2019,28799,Automatic,3489,Petrol,145,44.8,1.6,Mercedes,8639
 C Class,2017,16495,Semi-Auto,25656,Diesel,30,65.7,1.6,Mercedes,11950
 X1,2016,14950,Manual,35481,Diesel,20,68.9,2.0,BMW,6289
 2 Series,2016,10400,Manual,72890,Petrol,125,53.3,1.5,BMW,25889
 Polo,2015,8500,Manual,44949,Diesel,0,83.1,1.4,VW,37524
 Golf,2015,9730,Semi-Auto,62920,Petrol,30,56.5,1.4,VW,42321
 GLA Class,2017,20699,Semi-Auto,15169,Diesel,145,56.5,2.1,Mercedes,24037
 5 Series,2019,25551,Semi-Auto,7143,Petrol,150,50.4,2.0,BMW,37942
 GLA Class,2020,23490,Semi-Auto,1734,Petrol,150,44.8,1.6,Mercedes,35264
 A Class,2017,17149,Semi-Auto,17834,Diesel,145,68.9,2.1,Mercedes,33008
 GLA Class,2019,23995,Automatic,2648,Petrol,145,37.2,1.6,Mercedes,46144
 A1,2017,14500,Manual,25168,Petrol,30,55.4,1.4,Audi,25581
 C Class,2019,28949,Semi-Auto,6565,Diesel,145,57.7,2.0,Mercedes,37751
 1 Series,2013,11999,Automatic,33000,Diesel,30,64.2,2.0,BMW,5927
 Q5,2016,23695,Semi-Auto,14618,Diesel,200,47.1,2.0,Audi,34406
 X1,2020,28990,Semi-Auto,1981,Petrol,145,46.3,1.5,BMW,34845
 5 Series,2019,44995,Semi-Auto,1600,Diesel,145,51.4,3.0,BMW,29024
 C Class,2019,44000,Semi-Auto,8023,Petrol,145,29.7,3.0,Mercedes,32
 Q7,2019,41750,Semi-Auto,10492,Diesel,145,33.6,3.0,Audi,7608
 A4,2016,15499,Automatic,43309,Diesel,0,72.4,2.0,Audi,6187
 Golf,2019,11790,Manual,13612,Petrol,150,49.6,1.0,VW,31323
 Q3,2015,17990,Semi-Auto,57204,Petrol,200,42.2,2.0,Audi,21098
 4 Series,2015,18272,Semi-Auto,33864,Diesel,125,60.1,2.0,BMW,30597
 Sharan,2018,19606,Manual,18643,Diesel,145,56.5,2.0,VW,4079
 Passat,2017,15995,Manual,26335,Diesel,145,67.3,1.6,VW,29878
 Q5,2019,33950,Semi-Auto,4980,Diesel,145,38.2,2.0,Audi,25233
 3 Series,2017,17997,Automatic,28379,Diesel,145,62.8,2.0,BMW,24822
 Polo,2020,18295,Semi-Auto,10,Petrol,145,45.6,1.0,VW,14138
 Polo,2017,12995,Semi-Auto,13525,Petrol,20,60.1,1.2,VW,38567
 Golf,2016,11000,Manual,33000,Diesel,0,74.3,1.6,VW,10365
 2 Series,2020,26495,Semi-Auto,10,Petrol,145,40.9,1.5,BMW,15491
 A Class,2015,10400,Manual,49695,Diesel,20,70.6,1.5,Mercedes,36149
 C Class,2019,33998,Semi-Auto,3814,Petrol,145,44.1,1.5,Mercedes,19795
 E Class,2017,21799,Semi-Auto,37034,Diesel,30,65.7,2.0,Mercedes,7360
 X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0,BMW,40770
 A Class,2018,17906,Automatic,8396,Petrol,145,53.3,1.3,Mercedes,29421
 GLA Class,2020,26990,Semi-Auto,1499,Petrol,145,35.8,1.6,Mercedes,22297
 Tiguan,2019,28000,Semi-Auto,5323,Petrol,145,30.4,2.0,VW,39626
 Up,2014,4495,Manual,28928,Petrol,20,62.8,1.0,VW,41341
 Scirocco,2015,11699,Manual,38442,Diesel,20,55.4,2.0,VW,43808
 Polo,2016,10190,Manual,18206,Petrol,20,60.1,1.2,VW,8414
 Polo,2017,12495,Semi-Auto,8693,Petrol,145,60.1,1.2,VW,17198
 C Class,2015,20999,Automatic,20000,Diesel,30,64.2,2.1,Mercedes,7461
 Golf,2017,20699,Automatic,31781,Hybrid,135,156.9,1.4,VW,8466
 3 Series,2016,16995,Automatic,14867,Diesel,145,56.5,3.0,BMW,2290
 Touran,2019,19990,Manual,15794,Diesel,145,51.4,1.6,VW,15131
 A1,2017,18000,Semi-Auto,32523,Petrol,145,56.5,1.4,Audi,22817
 1 Series,2019,16380,Manual,5997,Petrol,145,53.3,1.5,BMW,18758
 A5,2017,23990,Semi-Auto,31747,Petrol,150,45.6,2.0,Audi,24848
 A Class,2019,21450,Semi-Auto,11712,Diesel,145,67.3,1.5,Mercedes,22799
 5 Series,2019,26350,Semi-Auto,14345,Diesel,145,65.7,2.0,BMW,23821
 3 Series,2019,25950,Semi-Auto,2344,Diesel,145,62.8,2.0,BMW,12804
 Q2,2017,19790,Automatic,26821,Petrol,145,52.3,1.4,Audi,33960
 Polo,2016,10298,Manual,33409,Petrol,0,65.7,1.0,VW,35975
 Scirocco,2016,14750,Manual,30989,Petrol,145,46.3,2.0,VW,12462
 1 Series,2013,7995,Manual,56000,Diesel,30,64.2,2.0,BMW,3753
 A3,2019,23269,Semi-Auto,5665,Diesel,150,52.3,1.6,Audi,32095
 C Class,2019,32099,Semi-Auto,1000,Diesel,145,51.4,2.0,Mercedes,14493
 C Class,2014,13791,Semi-Auto,53144,Diesel,20,64.2,2.1,Mercedes,29209
 Golf,2018,12999,Manual,24200,Petrol,145,58.9,1.0,VW,6082
 1 Series,2015,9799,Manual,49096,Diesel,20,68.9,2.0,BMW,38410
 B Class,2019,21890,Semi-Auto,12247,Petrol,145,45.6,1.3,Mercedes,45518
 C Class,2019,20495,Semi-Auto,13742,Diesel,145,61.4,2.0,Mercedes,20057
 E Class,2014,7295,Automatic,152280,Diesel,30,58.9,2.1,Mercedes,28327
 B Class,2019,23899,Automatic,2647,Diesel,145,60.1,1.5,Mercedes,39231
 C Class,2016,13680,Manual,40880,Diesel,20,70.6,1.6,Mercedes,46698
 C Class,2019,26499,Semi-Auto,7795,Petrol,145,46.3,1.5,Mercedes,25899
 3 Series,2017,19999,Semi-Auto,17347,Hybrid,140,134.5,2.0,BMW,791
 A5,2015,16000,Automatic,68250,Diesel,200,44.8,3.0,Audi,15944
 A Class,2019,24989,Automatic,4765,Diesel,145,67.3,1.5,Mercedes,11693
 T-Cross,2019,17995,Manual,99,Petrol,145,47.9,1.0,VW,27673
 Golf,2015,13552,Semi-Auto,72753,Diesel,30,62.8,2.0,VW,12460
 Golf,2020,21998,Manual,10,Petrol,150,47.9,1.5,VW,44242
 A6,2017,19999,Automatic,46317,Diesel,145,58.9,2.0,Audi,22187
 Polo,2016,9250,Manual,11620,Petrol,20,60.1,1.2,VW,12503
 Golf,2018,16490,Automatic,15300,Petrol,145,47.1,1.5,VW,26482
 C Class,2019,21795,Manual,6959,Petrol,145,46.3,1.6,Mercedes,33956
 Tiguan,2017,17990,Manual,15809,Petrol,150,48.7,1.4,VW,22423
 Polo,2017,10399,Manual,22921,Petrol,145,60.1,1.2,VW,14257
 GLE Class,2019,52900,Semi-Auto,1786,Diesel,145,32.8,3.0,Mercedes,7521
 Q3,2017,17000,Manual,41509,Petrol,145,49.6,1.4,Audi,25680
 Golf,2020,34480,Semi-Auto,1500,Petrol,145,36.2,2.0,VW,41641
 Q5,2014,22490,Semi-Auto,46186,Diesel,265,41.5,3.0,Audi,41662
 Up,2016,6700,Manual,20663,Petrol,20,62.8,1.0,VW,22182
 Golf,2019,31990,Automatic,2965,Petrol,145,32.8,2.0,VW,44343
 V Class,2019,44999,Automatic,492,Diesel,145,36.2,2.0,Mercedes,21624
 A3,2016,12790,Manual,38341,Petrol,125,52.3,1.4,Audi,40019
 C Class,2017,22995,Semi-Auto,21590,Petrol,145,47.1,2.0,Mercedes,35232
 Golf,2020,22990,Semi-Auto,727,Petrol,145,45.6,1.5,VW,36889
 Polo,2017,10100,Manual,26000,Petrol,145,60.1,1.2,VW,31312
 Golf,2018,20990,Semi-Auto,19700,Diesel,145,57.7,2.0,VW,13228
 B Class,2019,26099,Automatic,5112,Diesel,145,55.4,2.0,Mercedes,31396
 A3,2016,11900,Manual,57000,Diesel,20,68.9,1.6,Audi,4923
 C Class,2018,18051,Automatic,11319,Diesel,145,65.7,1.6,Mercedes,29690
 1 Series,2017,12499,Automatic,27656,Diesel,145,72.4,1.5,BMW,6281
 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0,BMW,5560
 C Class,2019,41500,Semi-Auto,3805,Petrol,145,30.4,3.0,Mercedes,7452
 Tiguan,2016,17350,Manual,31808,Petrol,145,48.7,1.4,VW,41296
 A4,2017,17591,Manual,26455,Diesel,30,67.3,2.0,Audi,11088
 C Class,2019,22899,Semi-Auto,14959,Diesel,145,61.4,2.0,Mercedes,44414
 X1,2016,19497,Semi-Auto,29959,Diesel,145,55.4,2.0,BMW,25389
 Golf,2016,12998,Manual,11330,Petrol,30,53.3,1.4,VW,35270
 Golf,2019,15870,Automatic,17454,Petrol,145,45.6,1.0,VW,23242
 Q3,2019,36900,Automatic,8590,Petrol,145,32.1,2.0,Audi,32773
 X1,2016,19391,Semi-Auto,20761,Diesel,125,60.1,2.0,BMW,45239
 C Class,2017,21399,Automatic,26213,Diesel,30,65.7,2.1,Mercedes,33498
 C Class,2019,28499,Semi-Auto,2524,Petrol,145,45.6,1.5,Mercedes,5177
 Golf,2019,31499,Automatic,5001,Petrol,145,36.2,2.0,VW,37234
 Golf,2016,13000,Automatic,63995,Diesel,30,62.8,2.0,VW,17430
 1 Series,2017,13680,Manual,24780,Petrol,145,53.3,1.5,BMW,34712
 A Class,2019,25490,Automatic,1700,Diesel,145,56.5,2.0,Mercedes,6948
 2 Series,2019,24352,Semi-Auto,6052,Petrol,150,47.9,2.0,BMW,46100
 A3,2020,26500,Manual,1500,Diesel,145,55.4,2.0,Audi,37053
 GLC Class,2019,41399,Semi-Auto,3183,Diesel,145,40.4,2.0,Mercedes,33726
 Golf,2015,12498,Semi-Auto,73346,Diesel,30,62.8,2.0,VW,5258
 3 Series,2019,30650,Automatic,7491,Petrol,145,41.5,2.0,BMW,4922
 GLA Class,2018,22162,Automatic,13249,Diesel,145,56.5,2.1,Mercedes,24847
 A3,2019,19990,Semi-Auto,6018,Diesel,145,52.3,1.6,Audi,38849
 C Class,2019,24480,Semi-Auto,13314,Diesel,145,58.9,2.0,Mercedes,38039
 Q5,2019,36000,Automatic,3000,Diesel,145,38.2,2.0,Audi,41956
 C Class,2019,25980,Semi-Auto,8999,Petrol,145,45.6,1.5,Mercedes,25371
 GLE Class,2016,25340,Automatic,34895,Diesel,200,47.9,2.1,Mercedes,1996
 A1,2017,11400,Manual,29515,Petrol,0,67.3,1.0,Audi,18665
 5 Series,2018,26495,Automatic,23640,Hybrid,135,156.9,2.0,BMW,26521
 A4,2019,29991,Automatic,2798,Diesel,145,44.8,2.0,Audi,34984
 A3,2017,17985,Manual,27691,Petrol,150,55.4,1.5,Audi,28238
 X1,2013,7998,Manual,64698,Diesel,160,51.4,2.0,BMW,36965
 Q5,2019,44790,Automatic,5886,Petrol,135,117.7,0.0,Audi,9257
 Polo,2017,13495,Semi-Auto,6317,Petrol,145,60.1,1.2,VW,25183
 C Class,2019,34099,Semi-Auto,1000,Petrol,145,42.2,2.0,Mercedes,17767
 GLC Class,2017,26495,Semi-Auto,27534,Diesel,125,56.5,2.1,Mercedes,7494
 Polo,2020,14451,Manual,1053,Petrol,150,48.7,1.0,VW,14370
 3 Series,2017,24000,Semi-Auto,15338,Diesel,145,49.6,3.0,BMW,19665
 Golf,2016,9300,Manual,53623,Diesel,0,74.3,1.6,VW,17388
 Golf,2016,12400,Manual,30312,Diesel,0,74.3,1.6,VW,1597
 Q5,2019,29990,Automatic,11844,Diesel,145,39.2,2.0,Audi,9912
 GLA Class,2016,17999,Manual,19885,Diesel,20,67.3,2.1,Mercedes,1475
 Touran,2007,3995,Manual,88427,Diesel,200,47.1,1.9,VW,13799
 3 Series,2014,11400,Automatic,38055,Diesel,30,62.8,2.0,BMW,21830
 C Class,2019,19690,Automatic,13337,Diesel,145,61.4,2.0,Mercedes,46705
 4 Series,2018,21250,Automatic,14238,Diesel,145,65.7,2.0,BMW,43836
 Passat,2019,28950,Semi-Auto,6200,Diesel,145,48.7,2.0,VW,5639
 T-Roc,2018,22500,Automatic,10424,Petrol,145,41.5,2.0,VW,14420
 3 Series,2016,18498,Semi-Auto,36501,Diesel,145,53.3,3.0,BMW,2805
 3 Series,2018,17290,Semi-Auto,8988,Diesel,150,68.9,2.0,BMW,14989
 TT,2016,20900,Semi-Auto,34890,Petrol,205,42.8,2.0,Audi,36976
 A5,2015,12499,Manual,66851,Diesel,30,60.1,2.0,Audi,3942
 Golf,2011,7995,Semi-Auto,41900,Diesel,150,52.3,2.0,VW,12493
 Golf,2019,19691,Manual,5185,Petrol,145,47.1,1.5,VW,115
 A Class,2017,19500,Automatic,6482,Diesel,145,68.9,2.1,Mercedes,36672
 GLA Class,2017,18990,Semi-Auto,46857,Diesel,145,56.5,2.1,Mercedes,9445
 1 Series,2016,14998,Automatic,30300,Diesel,30,65.7,2.0,BMW,21081
 4 Series,2019,26592,Semi-Auto,7038,Diesel,150,52.3,3.0,BMW,24262
 C Class,2019,31299,Semi-Auto,1000,Diesel,145,51.4,2.0,Mercedes,7600
 3 Series,2016,11590,Automatic,86500,Diesel,20,70.6,2.0,BMW,30060
 Polo,2015,9491,Manual,25910,Petrol,20,60.1,1.2,VW,35510
 Q3,2019,24995,Manual,5662,Diesel,145,42.8,2.0,Audi,12142
 X5,2019,49990,Semi-Auto,751,Petrol,145,27.2,3.0,BMW,25246
 X1,2016,12795,Manual,71720,Diesel,20,68.9,2.0,BMW,17841
 Golf SV,2020,22480,Manual,910,Petrol,145,43.5,1.5,VW,4001
 Up,2014,5641,Manual,26679,Petrol,20,62.8,1.0,VW,14552
 Golf,2019,20490,Automatic,100,Petrol,145,45.6,1.5,VW,31513
 A3,2016,28995,Semi-Auto,24000,Petrol,300,34.9,2.5,Audi,1250
 C Class,2016,16499,Semi-Auto,35459,Diesel,20,64.2,2.1,Mercedes,35386
 Tiguan,2020,32999,Automatic,1000,Diesel,145,42.8,2.0,VW,5460
 GLC Class,2015,22795,Semi-Auto,27853,Diesel,125,56.5,2.1,Mercedes,16264
 A4,2019,27695,Semi-Auto,1666,Diesel,145,47.9,2.0,Audi,21564
 A4,2018,18370,Manual,30963,Diesel,145,68.9,2.0,Audi,17644
 A6,2018,22750,Automatic,25448,Diesel,145,56.5,2.0,Audi,763
 Polo,2016,12100,Manual,18238,Petrol,20,61.4,1.4,VW,45340
 X1,2014,9998,Semi-Auto,68647,Diesel,160,52.3,2.0,BMW,37228
 1 Series,2013,11497,Manual,72000,Petrol,305,35.3,3.0,BMW,9181
 3 Series,2020,34989,Semi-Auto,100,Diesel,145,50.4,2.0,BMW,8621
 Golf,2020,29995,Semi-Auto,2000,Hybrid,135,141.3,1.4,VW,46091
 Golf,2019,17298,Manual,4724,Petrol,145,47.1,1.5,VW,35058
 A4,2019,26588,Semi-Auto,5130,Petrol,145,38.7,2.0,Audi,9557
 Golf,2016,11495,Manual,30281,Diesel,0,74.3,1.6,VW,17424
 Tiguan,2019,23291,Manual,7348,Diesel,150,47.9,2.0,VW,32409
 A5,2017,20450,Manual,12978,Petrol,145,49.6,2.0,Audi,44072
 C Class,2016,17977,Automatic,40000,Diesel,30,64.2,1.6,Mercedes,31344
 A3,2019,20750,Automatic,5979,Petrol,145,42.2,1.5,Audi,1553
 A Class,2019,24599,Automatic,1907,Diesel,145,62.8,1.5,Mercedes,1944
 3 Series,2019,28950,Semi-Auto,5367,Diesel,145,52.3,2.0,BMW,15969
 Golf,2019,15995,Semi-Auto,16991,Diesel,145,54.3,1.6,VW,41203
 Touareg,2018,35436,Semi-Auto,17233,Diesel,145,34.0,3.0,VW,28202
 Q5,2019,30750,Automatic,10301,Diesel,145,39.2,2.0,Audi,33582
 C Class,2012,7573,Manual,59512,Petrol,200,42.2,1.8,Mercedes,22693
 Golf,2018,16991,Semi-Auto,9084,Diesel,150,72.4,1.6,VW,39839
 Polo,2016,7741,Manual,34343,Petrol,20,60.1,1.0,VW,30728
 1 Series,2018,21999,Automatic,30400,Petrol,145,39.8,3.0,BMW,45252
 C Class,2019,30999,Semi-Auto,7144,Diesel,145,57.7,2.0,Mercedes,40991
 Passat,2019,21995,Semi-Auto,9000,Petrol,145,41.5,1.5,VW,20825
 Polo,2019,20490,Semi-Auto,4571,Petrol,145,39.8,2.0,VW,12709
 C Class,2017,13499,Manual,23001,Petrol,125,53.3,2.0,Mercedes,43292
 Passat,2019,17799,Manual,12584,Diesel,145,51.4,2.0,VW,8742
 Sharan,2019,21998,Manual,9911,Petrol,145,35.3,1.4,VW,42185
 GLE Class,2015,27649,Semi-Auto,12019,Diesel,200,47.9,2.1,Mercedes,29146
 Golf,2018,25495,Semi-Auto,16210,Petrol,145,39.8,2.0,VW,19044
 Golf,2019,25726,Automatic,11967,Petrol,145,37.7,2.0,VW,21688
 3 Series,2018,20706,Automatic,11499,Diesel,145,62.8,2.0,BMW,10201
 Q5,2016,21498,Semi-Auto,20547,Diesel,200,47.1,2.0,Audi,19563
 A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4,Audi,35915
 A1,2017,11495,Manual,27411,Diesel,145,76.3,1.6,Audi,27769
 3 Series,2019,21590,Semi-Auto,20000,Petrol,150,47.9,2.0,BMW,1861
 A Class,2016,13290,Manual,36892,Diesel,20,72.4,1.5,Mercedes,21548
 1 Series,2019,22890,Manual,10927,Petrol,150,41.5,1.5,BMW,32196
 A1,2016,14444,Automatic,21000,Petrol,30,58.9,1.4,Audi,14943
 C Class,2016,17699,Semi-Auto,43236,Diesel,30,61.4,2.1,Mercedes,14156
 Up,2019,9800,Manual,3170,Petrol,145,54.3,1.0,VW,32981
 Polo,2016,9722,Manual,14730,Petrol,20,58.9,1.0,VW,14090
 C Class,2016,19999,Automatic,19299,Hybrid,0,134.5,2.0,Mercedes,39761
 E Class,2019,36799,Semi-Auto,3309,Diesel,145,48.7,3.0,Mercedes,32896
 5 Series,2019,30494,Semi-Auto,13098,Hybrid,135,156.9,2.0,BMW,10346
 C Class,2019,26995,Automatic,10765,Diesel,145,57.7,2.0,Mercedes,2908
 Scirocco,2017,13800,Manual,11204,Petrol,150,52.3,1.4,VW,20183
 E Class,2019,34995,Semi-Auto,14335,Hybrid,140,176.6,2.0,Mercedes,36013
 Golf,2015,10490,Manual,34252,Petrol,30,53.3,1.4,VW,29276
 C Class,2020,34498,Automatic,3000,Diesel,145,61.4,2.0,Mercedes,43068
 X5,2019,44866,Automatic,7259,Diesel,145,37.7,3.0,BMW,12816
 4 Series,2018,24401,Semi-Auto,9049,Diesel,150,58.9,2.0,BMW,30564
 GLE Class,2016,23911,Semi-Auto,43490,Diesel,205,47.9,2.1,Mercedes,208
 Golf,2017,15550,Manual,36210,Diesel,145,60.1,2.0,VW,26240
 A5,2018,21250,Manual,27427,Diesel,145,67.3,2.0,Audi,22585
 1 Series,2015,13111,Manual,23320,Diesel,20,70.6,2.0,BMW,8411
 GLA Class,2015,16690,Semi-Auto,14726,Diesel,20,64.2,2.1,Mercedes,37641
 Golf,2016,8875,Manual,50000,Diesel,0,72.4,1.6,VW,22522
 GLE Class,2016,32998,Semi-Auto,47181,Diesel,300,39.2,3.0,Mercedes,33615
 A6,2019,31500,Automatic,5235,Diesel,145,47.9,2.0,Audi,43991
 Polo,2019,21990,Automatic,1546,Petrol,145,39.8,2.0,VW,8051
 Up,2020,10200,Manual,10,Petrol,150,54.3,1.0,VW,16269
 Polo,2017,12495,Automatic,30892,Other,145,60.1,1.2,VW,43672
 Q2,2020,24888,Manual,4000,Petrol,145,43.5,1.5,Audi,19140
 B Class,2019,22699,Semi-Auto,10588,Petrol,145,45.6,1.3,Mercedes,562
 5 Series,2016,16900,Automatic,16095,Diesel,30,62.8,2.0,BMW,34397
 Golf,2014,7649,Automatic,61429,Diesel,20,65.7,1.6,VW,44412
 C Class,2018,33690,Semi-Auto,12055,Petrol,145,40.9,4.0,Mercedes,21680
 A1,2016,15495,Manual,15307,Petrol,30,55.4,1.4,Audi,8106
 Golf,2019,19998,Manual,15,Diesel,145,57.7,1.6,VW,26313
 X1,2017,20498,Semi-Auto,23651,Diesel,125,57.6,2.0,BMW,10037
 A3,2019,22005,Semi-Auto,17467,Petrol,145,41.5,1.5,Audi,15825
 E Class,2019,43649,Semi-Auto,2396,Hybrid,135,176.6,2.0,Mercedes,13817
 T-Roc,2020,25480,Semi-Auto,1024,Petrol,145,39.8,1.5,VW,46710
 4 Series,2019,22990,Semi-Auto,9420,Petrol,145,48.7,2.0,BMW,5419
 E Class,2019,34556,Semi-Auto,8436,Petrol,145,39.2,2.0,Mercedes,16950
 Golf,2019,21890,Manual,635,Diesel,145,62.8,2.0,VW,35363
 Up,2017,10500,Semi-Auto,25365,Petrol,145,67.3,1.0,VW,19232
 E Class,2019,39950,Semi-Auto,9200,Diesel,145,72.4,2.0,Mercedes,8365
 A1,2017,16750,Manual,22069,Petrol,200,40.4,2.0,Audi,32951
 Polo,2020,14999,Manual,2000,Petrol,145,52.3,1.0,VW,4833
 X2,2018,25950,Automatic,10429,Diesel,145,58.9,2.0,BMW,3214
 A Class,2019,20890,Semi-Auto,6588,Diesel,145,65.7,1.5,Mercedes,5277
 Touran,2019,25489,Automatic,3629,Diesel,145,46.3,2.0,VW,21011
 Touareg,2018,35495,Semi-Auto,23546,Diesel,145,34.5,3.0,VW,37669
 B Class,2020,33298,Automatic,20,Diesel,145,55.4,2.0,Mercedes,11672
 3 Series,2018,18157,Automatic,28438,Diesel,145,62.8,2.0,BMW,42340
 3 Series,2013,12480,Semi-Auto,37603,Diesel,30,62.8,2.0,BMW,8236
 C Class,2019,23490,Semi-Auto,10530,Petrol,145,46.3,1.5,Mercedes,22888
 A1,2019,22500,Semi-Auto,2963,Petrol,145,44.8,1.5,Audi,9635
 A4,2013,11800,Manual,50037,Diesel,125,57.6,2.0,Audi,5135
 4 Series,2019,24490,Semi-Auto,7604,Diesel,150,65.7,2.0,BMW,19106
 A1,2017,12495,Manual,26500,Petrol,145,55.4,1.4,Audi,43335
 Golf,2015,12990,Semi-Auto,26886,Petrol,30,56.5,1.4,VW,20901
 Up,2018,7495,Manual,22500,Petrol,145,64.2,1.0,VW,35852
 A5,2013,13000,Automatic,48521,Petrol,200,42.2,2.0,Audi,24845
 Polo,2016,11900,Semi-Auto,13588,Petrol,20,60.1,1.2,VW,43509
 A Class,2016,13995,Semi-Auto,66000,Diesel,20,68.9,2.1,Mercedes,27947
 A4,2016,10695,Manual,97150,Diesel,20,72.4,2.0,Audi,2039
 4 Series,2017,21459,Semi-Auto,23039,Diesel,145,55.4,3.0,BMW,46308
 Golf,2019,30999,Semi-Auto,4978,Petrol,145,32.8,2.0,VW,11977
 4 Series,2014,13130,Automatic,46833,Petrol,145,47.1,2.0,BMW,37699
 A Class,2017,16999,Manual,12200,Diesel,20,68.9,1.5,Mercedes,22050
 Golf,2019,21500,Manual,2000,Diesel,145,62.8,2.0,VW,43330
 GLA Class,2016,17450,Semi-Auto,47700,Diesel,125,56.6,2.1,Mercedes,36897
 A3,2019,24750,Automatic,2500,Diesel,145,52.3,1.6,Audi,16064
 A Class,2017,18749,Semi-Auto,7100,Petrol,145,52.3,1.6,Mercedes,22848
 A3,2015,9391,Manual,73567,Diesel,0,83.1,1.6,Audi,32318
 4 Series,2017,19961,Semi-Auto,22100,Diesel,150,65.7,2.0,BMW,30510
 GLC Class,2017,24399,Semi-Auto,26844,Diesel,125,56.5,2.1,Mercedes,46225
 Passat,2019,32290,Semi-Auto,4102,Hybrid,135,41.5,1.4,VW,39936
 5 Series,2019,26875,Semi-Auto,12391,Diesel,150,62.8,2.0,BMW,12826
 Polo,2018,13495,Manual,15504,Petrol,145,52.3,1.0,VW,20252
 3 Series,2019,33000,Semi-Auto,11564,Diesel,145,49.6,2.0,BMW,35718
 A3,2015,9499,Manual,70284,Diesel,20,68.9,2.0,Audi,7792
 Tiguan,2014,12995,Manual,46011,Diesel,165,48.7,2.0,VW,36411
 Polo,2019,17980,Manual,1768,Petrol,145,49.6,1.0,VW,1222
 X1,2016,19498,Semi-Auto,21249,Diesel,145,55.4,2.0,BMW,11574
 Golf,2018,21995,Semi-Auto,8910,Petrol,145,44.1,2.0,VW,41886
 E Class,2019,34980,Semi-Auto,3613,Diesel,145,57.7,2.0,Mercedes,155
 Golf,2019,31491,Semi-Auto,2726,Petrol,150,36.2,2.0,VW,29955
 A Class,2016,15199,Manual,29850,Diesel,20,68.9,1.5,Mercedes,14952
 Polo,2018,13000,Semi-Auto,29638,Petrol,145,61.4,1.0,VW,25253
 Polo,2018,13490,Semi-Auto,17207,Petrol,150,61.4,1.0,VW,29059
 X1,2019,27990,Semi-Auto,8521,Diesel,145,60.1,2.0,BMW,33345
 Polo,2017,11490,Manual,14629,Petrol,150,60.1,1.2,VW,2175
 C Class,2018,22980,Semi-Auto,18285,Diesel,145,61.4,2.1,Mercedes,20258
 Golf,2019,25490,Semi-Auto,4942,Petrol,145,37.7,2.0,VW,44339
 C Class,2019,19799,Semi-Auto,14380,Petrol,145,46.3,1.5,Mercedes,13463
 CL Class,2015,15499,Semi-Auto,19812,Petrol,125,51.4,1.6,Mercedes,5367
 X3,2015,12250,Automatic,91083,Diesel,150,54.3,2.0,BMW,45982
 A4,2019,24072,Automatic,9183,Petrol,145,38.7,2.0,Audi,34745
 A Class,2018,15500,Manual,19531,Petrol,150,51.4,1.6,Mercedes,5470
 Golf,2019,12999,Manual,9029,Petrol,145,49.6,1.0,VW,28861
 A1,2017,12495,Manual,20670,Petrol,30,57.6,1.4,Audi,11996
 E Class,2017,20282,Semi-Auto,42000,Diesel,145,67.3,2.0,Mercedes,31696
 CL Class,2019,25991,Semi-Auto,10652,Diesel,145,51.4,2.2,Mercedes,39792
 2 Series,2019,21950,Manual,5500,Petrol,145,42.2,1.5,BMW,15152
 Polo,2020,14499,Manual,5000,Petrol,145,47.9,1.0,VW,937
 Polo,2019,13499,Manual,13033,Diesel,145,57.7,1.6,VW,44554
 Polo,2020,11995,Manual,18754,Petrol,145,48.7,1.0,VW,17392
 A1,2016,11200,Manual,29227,Petrol,30,55.4,1.4,Audi,1882
 B Class,2019,22990,Manual,169,Petrol,145,44.8,1.3,Mercedes,10401
 1 Series,2017,20998,Semi-Auto,19479,Petrol,200,39.8,3.0,BMW,17219
 A1,2017,11773,Manual,20466,Petrol,0,67.3,1.0,Audi,19674
 A Class,2020,44995,Semi-Auto,500,Petrol,145,32.8,2.0,Mercedes,14791
 X2,2018,21995,Semi-Auto,13056,Diesel,145,61.4,2.0,BMW,22638
 1 Series,2018,15291,Semi-Auto,19062,Diesel,150,44.1,2.0,BMW,2584
 Up,2013,5995,Manual,55000,Petrol,20,60.1,1.0,VW,40781
 Q2,2018,21745,Semi-Auto,21177,Petrol,145,52.3,1.4,Audi,34991
 2 Series,2019,21376,Automatic,8005,Petrol,145,38.7,1.5,BMW,15
 E Class,2017,21237,Automatic,24463,Diesel,165,52.3,3.0,Mercedes,24330
 5 Series,2014,15532,Semi-Auto,36919,Diesel,125,60.1,2.0,BMW,23106
 3 Series,2017,15298,Semi-Auto,42114,Petrol,125,51.4,1.5,BMW,45653
 1 Series,2014,12300,Automatic,41850,Diesel,30,64.2,2.0,BMW,37979
 Touareg,2018,38096,Automatic,6086,Diesel,145,34.0,3.0,VW,8764
 A1,2020,21840,Semi-Auto,4000,Petrol,150,44.8,1.5,Audi,365
 E Class,2018,28970,Automatic,10310,Diesel,150,57.7,2.0,Mercedes,22816
